"","source_file","state_population","state_radio_population","population_coverage","state","wra","wra_radio_owners"
"1","freedom_polygon",8319135.0833661,7477.63897654706,0.00089884812563008,"Bauchi",1871805.39375737,817978.957071971
"2","freedom_polygon",6114358.33714075,1566678.06577917,0.256229350553863,"Jigawa",1375730.62585667,601194.283499364
"3","freedom_polygon",10784723.3424156,436700.418164466,0.0404925007623472,"Kaduna",2426562.75204351,1060407.92264301
"4","freedom_polygon",17570864.2145045,16758188.7793793,0.953748692995172,"Kano",3953444.44826352,1727655.22389116
"5","freedom_polygon",9417703.46641448,894498.743272911,0.0949805593755296,"Katsina",2118983.27994326,925995.693335204
