"","source_file","state_population","state_radio_population","population_coverage","state","wra","wra_radio_owners"
"1","arewa_polygon",9556619.14560948,16635.9346852365,0.00174077615020155,"Bauchi",2150239.30776213,939654.577492052
"2","arewa_polygon",7922067.57029622,2274565.20143613,0.287117621915345,"Jigawa",1782465.20331665,778937.293849376
"3","arewa_polygon",11255319.5466769,412703.441542557,0.0366674122250404,"Kaduna",2532446.8980023,1106679.29442701
"4","arewa_polygon",17762430.2758017,16703755.0649251,0.940398065217528,"Kano",3996546.81205538,1746490.9568682
"5","arewa_polygon",11105664.5428106,828016.126617407,0.0745579990666504,"Katsina",2498774.52213239,1091964.46617185
